4.757345072949916016e+02,4.585093217475008487e+02,4.580403978986658444e+02,4.470633154795117434e+02,4.777911562857199783e+02,4.455604133717338300e+02,4.982118897792717007e+02,4.427317524267299405e+02,2.501300000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00
5.369155682877783420e+02,5.094888339915981987e+02,5.372326062168317549e+02,4.960442584078227810e+02,5.146812749334981163e+02,4.899164445089459718e+02,5.358279782593452865e+02,4.805831965016107006e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.369244959123670924e+02,5.095218175433467422e+02,5.372326062168317549e+02,4.960442584078227810e+02,5.146812749334981163e+02,4.899164445089459718e+02,5.358498289333040248e+02,4.806081489863203160e+02,2.501800000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+00
4.759590599340459107e+02,4.585687815663077913e+02,4.580077202313885891e+02,4.470632972039588822e+02,4.779450142623418287e+02,4.455791807936216173e+02,4.982312004379490986e+02,4.426909945948714267e+02,5.000400000000000000e+04,2.000000000000000000e+00,0.000000000000000000e+00
5.369020476864699276e+02,5.094497252842562034e+02,5.372326062168317549e+02,4.960442584078227810e+02,5.146812749334981163e+02,4.899164445089459718e+02,5.358572398454016366e+02,4.805845248642002616e+02,5.001200000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+00
4.757146156818157579e+02,4.584670112517359257e+02,4.580077202313885891e+02,4.470632972039588822e+02,4.779450197238030569e+02,4.456541816825469482e+02,4.983667275945318238e+02,4.425759358536317905e+02,7.497200000000000000e+04,3.000000000000000000e+00,0.000000000000000000e+00
5.369155682877783420e+02,5.094888339915981987e+02,5.372477629728207376e+02,4.960682033638008761e+02,5.146459405546002017e+02,4.899798847736976768e+02,5.358260634624152772e+02,4.806220403057879480e+02,7.499800000000000000e+04,3.000000000000000000e+00,1.000000000000000000e+00
4.758910696467134471e+02,4.584858116275882480e+02,4.580770988865708091e+02,4.469634287681741966e+02,4.777911562857199783e+02,4.455604133717338300e+02,4.981706151215622640e+02,4.426505427127169696e+02,9.999300000000000000e+04,4.000000000000000000e+00,0.000000000000000000e+00
5.369169909594651244e+02,5.094614119607573457e+02,5.372814782875702804e+02,4.959964747003149341e+02,5.146812749334981163e+02,4.899164445089459718e+02,5.358572398454016366e+02,4.805845248642002616e+02,9.996400000000000000e+04,4.000000000000000000e+00,1.000000000000000000e+00
4.757345072949916016e+02,4.585093217475008487e+02,4.579895212366546957e+02,4.470296405768796149e+02,4.779450197238030569e+02,4.456541816825469482e+02,4.982312004379490986e+02,4.426909945948714267e+02,1.249820000000000000e+05,5.000000000000000000e+00,0.000000000000000000e+00
4.758748508980236807e+02,4.584176223118214466e+02,4.580240379487617020e+02,4.470257003006867080e+02,4.779450197238030569e+02,4.456541816825469482e+02,4.983667275945318238e+02,4.425759358536317905e+02,1.499700000000000000e+05,6.000000000000000000e+00,0.000000000000000000e+00
